    1,500000e+00    5,163347e-01   -2,309634e-01
    1,550000e+00    5,050248e-01   -2,215359e-01
    1,600000e+00    4,941716e-01   -2,126841e-01
    1,650000e+00    4,837476e-01   -2,043585e-01
    1,700000e+00    4,737277e-01   -1,965153e-01
    1,750000e+00    4,640887e-01   -1,891157e-01
    1,800000e+00    4,548093e-01   -1,821247e-01
    1,850000e+00    4,458699e-01   -1,755114e-01
    1,900000e+00    4,372523e-01   -1,692477e-01
    1,950000e+00    4,289397e-01   -1,633083e-01
    2,000000e+00    4,209165e-01   -1,576704e-01
    2,050000e+00    4,131680e-01   -1,523133e-01
    2,100000e+00    4,056808e-01   -1,472182e-01
    2,150000e+00    3,984421e-01   -1,423678e-01
    2,200000e+00    3,914402e-01   -1,377464e-01
    2,250000e+00    3,846639e-01   -1,333397e-01
    2,300000e+00    3,781029e-01   -1,291344e-01
    2,350000e+00    3,717473e-01   -1,251183e-01
    2,400000e+00    3,655881e-01   -1,212801e-01
    2,450000e+00    3,596165e-01   -1,176096e-01
    2,500000e+00    3,538245e-01   -1,140971e-01
    2,550000e+00    3,482043e-01   -1,107337e-01
    2,600000e+00    3,427488e-01   -1,075111e-01
    2,650000e+00    3,374510e-01   -1,044217e-01
    2,700000e+00    3,323045e-01   -1,014583e-01
    2,750000e+00    3,273031e-01   -9,861426e-02
    2,800000e+00    3,224412e-01   -9,588331e-02
    2,850000e+00    3,177130e-01   -9,325964e-02
    2,900000e+00    3,131135e-01   -9,073781e-02
    2,950000e+00    3,086376e-01   -8,831272e-02
    3,000000e+00    3,042807e-01   -8,597959e-02
    3,050000e+00    3,000382e-01   -8,373392e-02
    3,100000e+00    2,959059e-01   -8,157150e-02
    3,150000e+00    2,918798e-01   -7,948836e-02
    3,200000e+00    2,879558e-01   -7,748076e-02
    3,250000e+00    2,841305e-01   -7,554519e-02
    3,300000e+00    2,804002e-01   -7,367833e-02
    3,350000e+00    2,767616e-01   -7,187705e-02
    3,400000e+00    2,732114e-01   -7,013840e-02
    3,450000e+00    2,697467e-01   -6,845958e-02
    3,500000e+00    2,663645e-01   -6,683795e-02
    3,550000e+00    2,630620e-01   -6,527103e-02
    3,600000e+00    2,598365e-01   -6,375644e-02
    3,650000e+00    2,566855e-01   -6,229194e-02
    3,700000e+00    2,536065e-01   -6,087542e-02
    3,750000e+00    2,505972e-01   -5,950486e-02
    3,800000e+00    2,476553e-01   -5,817834e-02
    3,850000e+00    2,447787e-01   -5,689406e-02
    3,900000e+00    2,419652e-01   -5,565030e-02
    3,950000e+00    2,392130e-01   -5,444541e-02
    4,000000e+00    2,365201e-01   -5,327783e-02
    4,050000e+00    2,338846e-01   -5,214610e-02
    4,100000e+00    2,313049e-01   -5,104879e-02
    4,150000e+00    2,287792e-01   -4,998456e-02
    4,200000e+00    2,263059e-01   -4,895214e-02
    4,250000e+00    2,238835e-01   -4,795030e-02
    4,300000e+00    2,215104e-01   -4,697788e-02
    4,350000e+00    2,191852e-01   -4,603378e-02
    4,400000e+00    2,169066e-01   -4,511693e-02
    4,450000e+00    2,146731e-01   -4,422633e-02
    4,500000e+00    2,124835e-01   -4,336101e-02
    4,550000e+00    2,103366e-01   -4,252004e-02
    4,600000e+00    2,082311e-01   -4,170255e-02
    4,650000e+00    2,061659e-01   -4,090770e-02
    4,700000e+00    2,041400e-01   -4,013467e-02
    4,750000e+00    2,021521e-01   -3,938270e-02
    4,800000e+00    2,002014e-01   -3,865105e-02
    4,850000e+00    1,982867e-01   -3,793901e-02
    4,900000e+00    1,964071e-01   -3,724590e-02
    4,950000e+00    1,945618e-01   -3,657109e-02
    5,000000e+00    1,927497e-01   -3,591393e-02
    5,050000e+00    1,909701e-01   -3,527385e-02
    5,100000e+00    1,892221e-01   -3,465026e-02
    5,150000e+00    1,875048e-01   -3,404262e-02
    5,200000e+00    1,858176e-01   -3,345041e-02
    5,250000e+00    1,841595e-01   -3,287311e-02
    5,300000e+00    1,825300e-01   -3,231025e-02
    5,350000e+00    1,809283e-01   -3,176135e-02
    5,400000e+00    1,793537e-01   -3,122597e-02
    5,450000e+00    1,778055e-01   -3,070368e-02
    5,500000e+00    1,762831e-01   -3,019406e-02
    5,550000e+00    1,747859e-01   -2,969673e-02
    5,600000e+00    1,733132e-01   -2,921128e-02
    5,650000e+00    1,718645e-01   -2,873737e-02
    5,700000e+00    1,704393e-01   -2,827462e-02
    5,750000e+00    1,690369e-01   -2,782271e-02
    5,800000e+00    1,676568e-01   -2,738130e-02
    5,850000e+00    1,662986e-01   -2,695008e-02
    5,900000e+00    1,649617e-01   -2,652874e-02
    5,950000e+00    1,636456e-01   -2,611699e-02
    6,000000e+00    1,623498e-01   -2,571455e-02
    6,050000e+00    1,610740e-01   -2,532114e-02
    6,100000e+00    1,598176e-01   -2,493650e-02
    6,150000e+00    1,585802e-01   -2,456037e-02
    6,200000e+00    1,573614e-01   -2,419252e-02
    6,250000e+00    1,561608e-01   -2,383270e-02
    6,300000e+00    1,549780e-01   -2,348059e-02
    6,350000e+00    1,538126e-01   -2,313618e-02
    6,400000e+00    1,526642e-01   -2,279914e-02
    6,450000e+00    1,515325e-01   -2,246926e-02
    6,500000e+00    1,504172e-01   -2,214636e-02
